Iteration 1: c = [, s = Ú√Õ, state = 0
Iteration 3355: c = (, s = xatae, state = 9
Iteration 3356: c = s, s = aattr, state = 9
Iteration 3357: c = x, s = xaate, state = 9
Iteration 3358: c =  , s = setaa, state = 9
Iteration 3359: c = [, s = xaxex, state = 9
Iteration 3360: c = t, s = raars, state = 9
Iteration 3361: c = x, s = attsx, state = 9
Iteration 3362: c = t, s = txret, state = 9
Iteration 3363: c = (, s = rtext, state = 9
Iteration 3364: c = ], s = ttter, state = 9
Iteration 3365: c = ), s = ssttx, state = 9
Iteration 3366: c = }, s = artex, state = 9
Iteration 3367: c = s, s = xexee, state = 9
Iteration 3368: c = {, s = sxesx, state = 9
Iteration 3369: c = t, s = xexax, state = 9
Iteration 3370: c = ), s = xersr, state = 9
Iteration 3371: c = }, s = aatsa, state = 9
Iteration 3372: c = }, s = sextt, state = 9
Iteration 3373: c = s, s = rxtre, state = 9
Iteration 3374: c = t, s = rxxaa, state = 9
Iteration 3375: c = e, s = exasa, state = 9
Iteration 3376: c = ), s = rease, state = 9
Iteration 3377: c = ], s = araxt, state = 9
Iteration 3378: c = (, s = taxsx, state = 9
Iteration 3379: c = {, s = txtat, state = 9
Iteration 3380: c = ), s = txatx, state = 9
Iteration 3381: c = a, s = statx, state = 9
Iteration 3382: c = s, s = aexex, state = 9
Iteration 3383: c = a, s = taeex, state = 9
Iteration 3384: c = x, s = tesaa, state = 9
Iteration 3385: c = s, s = atxtt, state = 9
Iteration 3386: c = t, s = rsrxs, state = 9
Iteration 3387: c = a, s = exrse, state = 9
Iteration 3388: c = t, s = axtra, state = 9
Iteration 3389: c = ], s = sxaae, state = 9
Iteration 3390: c = [, s = rsxea, state = 9
Iteration 3391: c = {, s = xstrs, state = 9
Iteration 3392: c = {, s = tarex, state = 9
Iteration 3393: c = [, s = xrsee, state = 9
Iteration 3394: c = s, s = etaaa, state = 9
Iteration 3395: c = r, s = rrrxs, state = 9
Iteration 3396: c = x, s = srrse, state = 9
Iteration 3397: c = ), s = exexx, state = 9
Iteration 3398: c =  , s = xaxtt, state = 9
Iteration 3399: c =  , s = tstsr, state = 9
Iteration 3400: c = a, s = eexat, state = 9
Iteration 3401: c = ], s = rteex, state = 9
Iteration 3402: c = {, s = taars, state = 9
Iteration 3403: c = {, s = xssar, state = 9
Iteration 3404: c = t, s = aerxe, state = 9
Iteration 3405: c = s, s = tesra, state = 9
Iteration 3406: c = r, s = xasxt, state = 9
Iteration 3407: c = }, s = sxrtr, state = 9
Iteration 3408: c = [, s = xsrsa, state = 9
Iteration 3409: c = ], s = srrrx, state = 9
Iteration 3410: c = ], s = eexae, state = 9
Iteration 3411: c = e, s = sxera, state = 9
Iteration 3412: c = ], s = axesx, state = 9
Iteration 3413: c = s, s = xatas, state = 9
Iteration 3414: c = s, s = ttaee, state = 9
Iteration 3415: c = ), s = ttssr, state = 9
Iteration 3416: c = (, s = rtret, state = 9
Iteration 3417: c = e, s = raset, state = 9
Iteration 3418: c = }, s = xraae, state = 9
Iteration 3419: c = (, s = arxtr, state = 9
Iteration 3420: c = {, s = taexs, state = 9
Iteration 3421: c = e, s = eexxt, state = 9
Iteration 3422: c = ], s = xeaax, state = 9
Iteration 3423: c = a, s = xesta, state = 9
Iteration 3424: c = {, s = assxt, state = 9
Iteration 3425: c = ), s = eaeer, state = 9
Iteration 3426: c = r, s = xssea, state = 9
Iteration 3427: c =  , s = txssa, state = 9
Iteration 3428: c = ), s = asasr, state = 9
Iteration 3429: c = x, s = tttxr, state = 9
Iteration 3430: c = a, s = serrt, state = 9
Iteration 3431: c =  , s = txxer, state = 9
Iteration 3432: c = a, s = xssax, state = 9
Iteration 3433: c = {, s = xetta, state = 9
Iteration 3434: c = [, s = ataxa, state = 9
Iteration 3435: c = x, s = aresr, state = 9
Iteration 3436: c = t, s = axxse, state = 9
Iteration 3437: c = s, s = tttra, state = 9
Iteration 3438: c = (, s = rsaet, state = 9
Iteration 3439: c = x, s = xatsr, state = 9
Iteration 3440: c = ), s = atesa, state = 9
Iteration 3441: c = e, s = aerst, state = 9
Iteration 3442: c = e, s = tsssx, state = 9
Iteration 3443: c = (, s = aesss, state = 9
Iteration 3444: c =  , s = testt, state = 9
Iteration 3445: c = {, s = xrxxa, state = 9
Iteration 3446: c = e, s = arxss, state = 9
Iteration 3447: c = (, s = raeea, state = 9
Iteration 3448: c = e, s = xeetr, state = 9
Iteration 3449: c = {, s = sertr, state = 9
Iteration 3450: c = {, s = arxea, state = 9
Iteration 3451: c = [, s = eaxrr, state = 9
Iteration 3452: c = t, s = rsttx, state = 9
Iteration 3453: c = t, s = eaxxt, state = 9
Iteration 3454: c = t, s = eaasr, state = 9
Iteration 3455: c =  , s = xarrs, state = 9
Iteration 3456: c = a, s = rrsee, state = 9
Iteration 3457: c = ], s = eatar, state = 9
Iteration 3458: c = t, s = axtxt, state = 9
Iteration 3459: c = r, s = areae, state = 9
Iteration 3460: c = (, s = xsara, state = 9
Iteration 3461: c =  , s = rrear, state = 9
Iteration 3462: c = (, s = trsra, state = 9
Iteration 3463: c = ), s = ttrxs, state = 9
Iteration 3464: c = s, s = txats, state = 9
Iteration 3465: c = e, s = aerea, state = 9
Iteration 3466: c = r, s = tatee, state = 9
Iteration 3467: c = e, s = sxeee, state = 9
Iteration 3468: c = t, s = ssxrs, state = 9
Iteration 3469: c = a, s = ssert, state = 9
Iteration 3470: c = ], s = sseaa, state = 9
Iteration 3471: c = ], s = rrxsx, state = 9
Iteration 3472: c = x, s = rsstx, state = 9
Iteration 3473: c = (, s = xaset, state = 9
Iteration 3474: c = [, s = ertxr, state = 9
Iteration 3475: c = ], s = stsss, state = 9
Iteration 3476: c = e, s = arter, state = 9
Iteration 3477: c = {, s = xtase, state = 9
Iteration 3478: c = a, s = xxssr, state = 9
Iteration 3479: c = r, s = eeree, state = 9
Iteration 3480: c = x, s = rxsxs, state = 9
Iteration 3481: c = a, s = stexr, state = 9
Iteration 3482: c = r, s = xatte, state = 9
Iteration 3483: c =  , s = aaxxt, state = 9
Iteration 3484: c = [, s = xaxxs, state = 9
Iteration 3485: c = }, s = ttrts, state = 9
Iteration 3486: c = e, s = eaxrx, state = 9
Iteration 3487: c =  , s = arxre, state = 9
Iteration 3488: c = r, s = rrsar, state = 9
Iteration 3489: c = e, s = aasst, state = 9
Iteration 3490: c = ], s = rxete, state = 9
Iteration 3491: c = (, s = asrsr, state = 9
Iteration 3492: c = t, s = aasrr, state = 9
Iteration 3493: c = ], s = rarts, state = 9
Iteration 3494: c = }, s = satar, state = 9
Iteration 3495: c = {, s = earxe, state = 9
Iteration 3496: c = }, s = atext, state = 9
Iteration 3497: c = a, s = esxta, state = 9
Iteration 3498: c = x, s = ataas, state = 9
Iteration 3499: c = (, s = eratt, state = 9
Iteration 3500: c = s, s = xtaet, state = 9
Iteration 3501: c = [, s = tatxr, state = 9
Iteration 3502: c = {, s = ttett, state = 9
Iteration 3503: c = }, s = xasxr, state = 9
Iteration 3504: c = t, s = ttara, state = 9
Iteration 3505: c = [, s = txaaa, state = 9
Iteration 3506: c = r, s = aeree, state = 9
Iteration 3507: c = t, s = rxsax, state = 9
Iteration 3508: c = {, s = xartx, state = 9
Iteration 3509: c = (, s = rtest, state = 9
Iteration 3510: c = e, s = xsets, state = 9
Iteration 3511: c = [, s = trtet, state = 9
Iteration 3512: c = (, s = aesse, state = 9
Iteration 3513: c = {, s = eserr, state = 9
Iteration 3514: c = t, s = tatar, state = 9
Iteration 3515: c = s, s = txtar, state = 9
Iteration 3516: c = a, s = xstee, state = 9
Iteration 3517: c = }, s = trsse, state = 9
Iteration 3518: c = e, s = rexas, state = 9
Iteration 3519: c =  , s = rtsst, state = 9
Iteration 3520: c = a, s = exesr, state = 9
Iteration 3521: c = ), s = rxara, state = 9
Iteration 3522: c = {, s = trrex, state = 9
Iteration 3523: c = s, s = stsra, state = 9
Iteration 3524: c = t, s = eaaat, state = 9
Iteration 3525: c = [, s = aatae, state = 9
Iteration 3526: c = (, s = aerrx, state = 9
Iteration 3527: c = x, s = xesex, state = 9
Iteration 3528: c = ), s = xsrxt, state = 9
Iteration 3529: c = s, s = tttxa, state = 9
Iteration 3530: c = (, s = txete, state = 9
Iteration 3531: c = r, s = arrxr, state = 9
Iteration 3532: c = a, s = artte, state = 9
Iteration 3533: c = [, s = xttxs, state = 9
Iteration 3534: c = (, s = xsrea, state = 9
Iteration 3535: c = ], s = rtats, state = 9
Iteration 3536: c = [, s = etaas, state = 9
Iteration 3537: c = a, s = ssest, state = 9
Iteration 3538: c =  , s = sxaae, state = 9
Iteration 3539: c = ], s = aaret, state = 9
Iteration 3540: c = a, s = astrr, state = 9
Iteration 3541: c = ], s = xrera, state = 9
Iteration 3542: c = [, s = rsssx, state = 9
Iteration 3543: c =  , s = xtxex, state = 9
Iteration 3544: c = r, s = tesxt, state = 9
Iteration 3545: c = ), s = tterr, state = 9
Iteration 3546: c = {, s = eesar, state = 9
Iteration 3547: c = s, s = taeex, state = 9
Iteration 3548: c = r, s = txtea, state = 9
Iteration 3549: c =  , s = serss, state = 9
Iteration 3550: c = {, s = aetxa, state = 9
Iteration 3551: c = a, s = exxse, state = 9
Iteration 3552: c = x, s = tseee, state = 9
Iteration 3553: c = x, s = errat, state = 9
Iteration 3554: c = }, s = erxre, state = 9
Iteration 3555: c = ), s = rxass, state = 9
Iteration 3556: c = (, s = xttrs, state = 9
Iteration 3557: c = {, s = rxars, state = 9
Iteration 3558: c = ), s = aassa, state = 9
Iteration 3559: c = ), s = extee, state = 9
Iteration 3560: c = a, s = atxrs, state = 9
Iteration 3561: c = a, s = srrre, state = 9
Iteration 3562: c = ], s = rxetr, state = 9
Iteration 3563: c = s, s = txrse, state = 9
Iteration 3564: c = {, s = xetet, state = 9
Iteration 3565: c = }, s = rtexe, state = 9
Iteration 3566: c = ), s = aerrs, state = 9
Iteration 3567: c = a, s = sarrr, state = 9
Iteration 3568: c = }, s = xeass, state = 9
Iteration 3569: c = x, s = erxtt, state = 9
Iteration 3570: c = [, s = atats, state = 9
Iteration 3571: c = ], s = tttet, state = 9
Iteration 3572: c = [, s = rxesa, state = 9
Iteration 3573: c =  , s = txtat, state = 9
Iteration 3574: c =  , s = tresr, state = 9
Iteration 3575: c = s, s = xextx, state = 9
Iteration 3576: c = ), s = ttret, state = 9
Iteration 3577: c = a, s = asstr, state = 9
Iteration 3578: c = s, s = steet, state = 9
Iteration 3579: c = a, s = xrtra, state = 9
Iteration 3580: c =  , s = easrx, state = 9
Iteration 3581: c = x, s = rtxee, state = 9
Iteration 3582: c =  , s = aaera, state = 9
Iteration 3583: c = s, s = tarse, state = 9
Iteration 3584: c = [, s = saara, state = 9
Iteration 3585: c = ), s = taxrr, state = 9
Iteration 3586: c = {, s = esexx, state = 9
Iteration 3587: c = a, s = rsssr, state = 9
Iteration 3588: c =  , s = eersa, state = 9
Iteration 3589: c = {, s = errst, state = 9
Iteration 3590: c = {, s = taaex, state = 9
Iteration 3591: c = }, s = axsxt, state = 9
Iteration 3592: c = [, s = xstre, state = 9
Iteration 3593: c = x, s = xxtee, state = 9
Iteration 3594: c = a, s = aeeea, state = 9
Iteration 3595: c = a, s = rttrx, state = 9
Iteration 3596: c = e, s = xttrt, state = 9
Iteration 3597: c = (, s = xeret, state = 9
Iteration 3598: c = (, s = exxar, state = 9
Iteration 3599: c = [, s = teaxa, state = 9
Iteration 3600: c = (, s = sarsr, state = 9
Iteration 3601: c = ], s = tsaxe, state = 9
Iteration 3602: c = ), s = assxx, state = 9
Iteration 3603: c = s, s = xxtst, state = 9
Iteration 3604: c = (, s = sxxer, state = 9
Iteration 3605: c =  , s = terae, state = 9
Iteration 3606: c = r, s = tsass, state = 9
Iteration 3607: c = ], s = xasra, state = 9
Iteration 3608: c = }, s = rsses, state = 9
Iteration 3609: c = e, s = astst, state = 9
Iteration 3610: c = {, s = ataxt, state = 9
Iteration 3611: c = ), s = rtsxr, state = 9
Iteration 3612: c = (, s = rttrr, state = 9
Iteration 3613: c = e, s = eteet, state = 9
Iteration 3614: c = x, s = araes, state = 9
Iteration 3615: c = x, s = exrrx, state = 9
Iteration 3616: c = x, s = atrra, state = 9
Iteration 3617: c = x, s = xxrtx, state = 9
Iteration 3618: c = s, s = taeea, state = 9
Iteration 3619: c = (, s = xssrs, state = 9
Iteration 3620: c = (, s = xaxxs, state = 9
Iteration 3621: c = ), s = aeexr, state = 9
Iteration 3622: c = a, s = xatxr, state = 9
Iteration 3623: c = (, s = etass, state = 9
Iteration 3624: c = e, s = tsrar, state = 9
Iteration 3625: c = e, s = xxaes, state = 9
Iteration 3626: c = s, s = eatre, state = 9
Iteration 3627: c =  , s = xtrax, state = 9
Iteration 3628: c = ], s = aatrs, state = 9
Iteration 3629: c = {, s = trsss, state = 9
Iteration 3630: c = x, s = xrtae, state = 9
Iteration 3631: c = (, s = xrtre, state = 9
Iteration 3632: c = r, s = txats, state = 9
Iteration 3633: c = (, s = stesx, state = 9
Iteration 3634: c = s, s = etsrx, state = 9
Iteration 3635: c = (, s = axeta, state = 9
Iteration 3636: c = e, s = axasr, state = 9
Iteration 3637: c = x, s = eatae, state = 9
Iteration 3638: c = x, s = ersrs, state = 9
Iteration 3639: c = ], s = xexax, state = 9
Iteration 3640: c = t, s = rrxsa, state = 9
Iteration 3641: c = r, s = saaat, state = 9
Iteration 3642: c = [, s = eetar, state = 9
Iteration 3643: c = e, s = xrrxa, state = 9
Iteration 3644: c = ), s = stxte, state = 9
Iteration 3645: c = a, s = xseee, state = 9
Iteration 3646: c = x, s = xerrs, state = 9
Iteration 3647: c = a, s = asxsa, state = 9
Iteration 3648: c = [, s = rxatx, state = 9
Iteration 3649: c = }, s = esxar, state = 9
Iteration 3650: c = x, s = tarxa, state = 9
Iteration 3651: c = t, s = arara, state = 9
Iteration 3652: c = a, s = sttsr, state = 9
Iteration 3653: c = r, s = txxxe, state = 9
Iteration 3654: c = {, s = rtrae, state = 9
Iteration 3655: c = s, s = xarsx, state = 9
Iteration 3656: c = ], s = rssrt, state = 9
Iteration 3657: c =  , s = aexrs, state = 9
Iteration 3658: c = {, s = teers, state = 9
Iteration 3659: c = }, s = eeaee, state = 9
Iteration 3660: c = ), s = ssrrr, state = 9
Iteration 3661: c = {, s = tetax, state = 9
Iteration 3662: c = ), s = xsaae, state = 9
Iteration 3663: c = ], s = sxxsr, state = 9
Iteration 3664: c = {, s = xtexa, state = 9
Iteration 3665: c = (, s = aarxa, state = 9
Iteration 3666: c = }, s = reart, state = 9
Iteration 3667: c = {, s = artsa, state = 9
Iteration 3668: c = x, s = earsx, state = 9
Iteration 3669: c = }, s = arstr, state = 9
Iteration 3670: c = [, s = tsatr, state = 9
Iteration 3671: c = ], s = rseet, state = 9
Iteration 3672: c = ], s = srrtt, state = 9
Iteration 3673: c = (, s = asasx, state = 9
Iteration 3674: c =  , s = eastt, state = 9
Iteration 3675: c = ), s = extae, state = 9
Iteration 3676: c = a, s = teeax, state = 9
Iteration 3677: c = {, s = xserx, state = 9
Iteration 3678: c = [, s = errts, state = 9
Iteration 3679: c = ], s = txsrs, state = 9
Iteration 3680: c =  , s = staaa, state = 9
Iteration 3681: c = (, s = esrer, state = 9
Iteration 3682: c = x, s = txsxt, state = 9
Iteration 3683: c = (, s = ttats, state = 9
Iteration 3684: c = ], s = erxst, state = 9
Iteration 3685: c = {, s = rrrrt, state = 9
Iteration 3686: c = ), s = tsets, state = 9
Iteration 3687: c = s, s = srxrs, state = 9
Iteration 3688: c = r, s = eexea, state = 9
Iteration 3689: c =  , s = rxtee, state = 9
Iteration 3690: c = s, s = asxse, state = 9
Iteration 3691: c = t, s = rrert, state = 9
Iteration 3692: c = {, s = xatet, state = 9
Iteration 3693: c = t, s = easte, state = 9
Iteration 3694: c = e, s = tsttt, state = 9
Iteration 3695: c = r, s = rtrea, state = 9
Iteration 3696: c = {, s = eaart, state = 9
Iteration 3697: c = ], s = eatsa, state = 9
Iteration 3698: c = e, s = xssts, state = 9
Iteration 3699: c = }, s = xtsrt, state = 9
Iteration 3700: c = e, s = tsssx, state = 9
Iteration 3701: c = r, s = txrtx, state = 9
Iteration 3702: c = s, s = rtraa, state = 9
Iteration 3703: c = ], s = terae, state = 9
Iteration 3704: c = e, s = reaxa, state = 9
Iteration 3705: c = }, s = eeesa, state = 9
Iteration 3706: c = a, s = saxse, state = 9
Iteration 3707: c =  , s = txstt, state = 9
Iteration 3708: c = x, s = axext, state = 9
Iteration 3709: c =  , s = xrsra, state = 9
Iteration 3710: c = [, s = eesta, state = 9
Iteration 3711: c = a, s = xttts, state = 9
Iteration 3712: c =  , s = tetea, state = 9
Iteration 3713: c = ), s = sarts, state = 9
Iteration 3714: c = t, s = rxrte, state = 9
Iteration 3715: c = x, s = saest, state = 9
Iteration 3716: c = e, s = xetar, state = 9
Iteration 3717: c = (, s = arsea, state = 9
Iteration 3718: c =  , s = ssexa, state = 9
Iteration 3719: c = {, s = aerxs, state = 9
Iteration 3720: c = }, s = sstrx, state = 9
Iteration 3721: c = r, s = txrea, state = 9
Iteration 3722: c = ), s = txata, state = 9
Iteration 3723: c = t, s = rexax, state = 9
Iteration 3724: c = s, s = exttx, state = 9
Iteration 3725: c = e, s = xetss, state = 9
Iteration 3726: c = (, s = sexaa, state = 9
Iteration 3727: c = ), s = errxe, state = 9
Iteration 3728: c = [, s = tsstr, state = 9
Iteration 3729: c = [, s = essea, state = 9
Iteration 3730: c =  , s = xaxex, state = 9
Iteration 3731: c = [, s = exssr, state = 9
Iteration 3732: c = s, s = seexa, state = 9
Iteration 3733: c = }, s = ttxre, state = 9
Iteration 3734: c = s, s = rsaae, state = 9
Iteration 3735: c = r, s = rxtts, state = 9
Iteration 3736: c = ], s = arxax, state = 9
Iteration 3737: c = r, s = arsxx, state = 9
Iteration 3738: c = a, s = rsres, state = 9
Iteration 3739: c = [, s = rrare, state = 9
Iteration 3740: c = ], s = retrs, state = 9
Iteration 3741: c = {, s = esxta, state = 9
Iteration 3742: c = r, s = xsxrs, state = 9
Iteration 3743: c =  , s = rxtxt, state = 9
Iteration 3744: c = (, s = rxast, state = 9
Iteration 3745: c = [, s = xteee, state = 9
Iteration 3746: c = r, s = xstat, state = 9
Iteration 3747: c =  , s = tsrsr, state = 9
Iteration 3748: c = r, s = rtaxr, state = 9
Iteration 3749: c = s, s = eexsx, state = 9
Iteration 3750: c =  , s = eresx, state = 9
Iteration 3751: c = s, s = erata, state = 9
Iteration 3752: c = (, s = xsaaa, state = 9
Iteration 3753: c = t, s = ssaae, state = 9
Iteration 3754: c = t, s = saxaa, state = 9
Iteration 3755: c = ], s = texes, state = 9
Iteration 3756: c = r, s = attxx, state = 9
Iteration 3757: c = [, s = eeaax, state = 9
Iteration 3758: c = {, s = errrr, state = 9
Iteration 3759: c = e, s = sxaea, state = 9
Iteration 3760: c =  , s = srrse, state = 9
Iteration 3761: c = }, s = tstet, state = 9
Iteration 3762: c = }, s = rtees, state = 9
Iteration 3763: c = }, s = sarrs, state = 9
Iteration 3764: c = ), s = taara, state = 9
Iteration 3765: c = s, s = rattx, state = 9
Iteration 3766: c = [, s = xsesx, state = 9
Iteration 3767: c = r, s = artxt, state = 9
Iteration 3768: c =  , s = xreex, state = 9
Iteration 3769: c = r, s = atrta, state = 9
Iteration 3770: c = r, s = xtata, state = 9
Iteration 3771: c = a, s = etass, state = 9
Iteration 3772: c = e, s = rxtet, state = 9
Iteration 3773: c = ], s = ssraa, state = 9
Iteration 3774: c = ], s = ratxs, state = 9
Iteration 3775: c = e, s = xsera, state = 9
Iteration 3776: c = x, s = raart, state = 9
Iteration 3777: c = }, s = rrxrx, state = 9
Iteration 3778: c = t, s = rssss, state = 9
Iteration 3779: c = s, s = asasr, state = 9
Iteration 3780: c = r, s = asrrs, state = 9
